time_period,time_identifier,geographic_level,country_code,country_name,version,characteristic_gender,subject,entries,91AstarG,94AstarC,97AstarA,9to5,grade9,grade8,grade7,grade6,grade5,grade4,grade3,grade2,grade1,grade99,grade98,grade88,grade87,grade77,grade76,grade66,grade65,grade55,grade54,grade44,grade43,grade33,grade32,grade22,grade21,grade11,gradeAstar,gradeA,gradeB,gradeC,gradeD,gradeE,gradeF,gradeG
202021,Academic year,National,E92000001,England,Revised,Total,All Subjects,4532533,98.9,80.2,31.6,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
202021,Academic year,National,E92000001,England,Revised,Boys,All Subjects,2261168,98.7,76.7,26.9,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
202021,Academic year,National,E92000001,England,Revised,Girls,All Subjects,2271365,99.1,83.7,36.3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
202021,Academic year,National,E92000001,England,Revised,Total,Ancient History,1081,97.9,85,49.4,75.7,18.3,16.2,14.9,14.8,11.5,9.3,6.6,3.8,2.5,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,Boys,Ancient History,611,97.5,86.6,54.2,78.6,22.6,17.2,14.4,15.2,9.2,8,5.4,3.4,2.1,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,Girls,Ancient History,470,98.3,83,43.2,71.9,12.8,14.9,15.5,14.3,14.5,11.1,8.1,4.3,3,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,Total,Arabic,3432,98.2,91.9,60.7,83.6,25.3,20.1,15.2,10.2,12.8,8.3,4,1.7,0.6,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,Boys,Arabic,1640,97.6,89.1,56.6,80.4,23.6,18.8,14.2,9.8,14,8.7,5.3,2.1,1,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,Girls,Arabic,1792,98.8,94.5,64.4,86.6,27,21.4,16.1,10.5,11.7,7.9,2.8,1.4,0.2,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,Total,Art and Design,194098,99.1,84.5,30.1,67.9,7,9.3,13.8,18.5,19.3,16.6,9.3,3.9,1.5,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,Boys,Art and Design,67220,98.8,74.5,16.1,51.7,3.2,4.5,8.4,14.6,21,22.8,14.9,6.7,2.7,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,Girls,Art and Design,126878,99.3,89.8,37.5,76.4,9,11.8,16.7,20.5,18.4,13.4,6.3,2.4,0.8,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,Total,Biblical Hebrew,609,99,94.9,55.8,86.5,12.5,18.7,24.6,18.4,12.3,8.4,2.3,1.5,0.3,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,Boys,Biblical Hebrew,149,96,91.9,47,83.2,8.7,12.1,26.2,20.1,16.1,8.7,0.7,2.7,0.7,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,Girls,Biblical Hebrew,460,100,95.9,58.7,87.6,13.7,20.9,24.1,17.8,11.1,8.3,2.8,1.1,0.2,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,Total,Biology,167298,99.6,94.2,56.5,87.5,18.3,18.5,19.7,18.5,12.5,6.8,3.2,1.5,0.7,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,Boys,Biology,83440,99.5,93.5,53.1,86.1,16.1,17.1,19.9,19.5,13.5,7.4,3.5,1.7,0.8,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,Girls,Biology,83858,99.7,95,59.9,88.8,20.4,19.9,19.5,17.5,11.5,6.2,2.9,1.3,0.5,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,Total,Business,95146,99,80.3,33,66,8.5,10.6,13.8,16.8,16.2,14.3,10.7,5.6,2.4,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,Boys,Business,56451,98.9,78.6,29.5,63.6,6.9,9.6,13,17,17.1,15,11.5,6.1,2.7,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,Girls,Business,38695,99.2,82.7,38,69.6,10.8,12.2,15,16.6,15,13.1,9.6,4.9,2,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,Total,Chemistry,163901,99.7,94.3,54.8,86.3,17.7,17.7,19.4,18,13.6,8,3.4,1.4,0.6,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,Boys,Chemistry,81840,99.6,93.9,53,85.5,16.8,16.9,19.3,18.3,14.2,8.4,3.5,1.5,0.7,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,Girls,Chemistry,82061,99.7,94.7,56.5,87.1,18.6,18.5,19.4,17.7,12.9,7.6,3.2,1.3,0.5,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,Total,Chinese,3418,99.2,95.6,80.5,91.9,50.6,19,10.9,4.8,6.6,3.7,2.1,1,0.5,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,Boys,Chinese,1703,99,94,76.5,89.5,44.2,20,12.3,5.6,7.5,4.5,2.8,1.4,0.9,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,Girls,Chinese,1715,99.4,97.1,84.5,94.2,56.9,18.1,9.6,4,5.7,2.9,1.5,0.6,0.2,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,Total,Classical Civilisation,3439,99.8,95.6,66,89.1,28,19,19,14.2,9,6.5,2.8,1,0.4,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,Boys,Classical Civilisation,1676,99.9,94.5,59.8,86.4,21.1,17.5,21.2,16.1,10.5,8.1,3.8,1.1,0.5,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,Girls,Classical Civilisation,1763,99.7,96.6,71.9,91.7,34.5,20.4,17,12.3,7.5,4.9,1.8,0.9,0.4,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,Total,Classical Greek,993,99.4,98.8,93.5,98.1,68.8,18,6.6,2.7,1.9,0.7,0.3,0.1,0.2,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,Boys,Classical Greek,612,99,98.5,93.6,98,69.4,17.8,6.4,2.6,1.8,0.5,0.3,0,0.2,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,Girls,Classical Greek,381,100,99.2,93.2,98.2,67.7,18.4,7.1,2.9,2.1,1,0.3,0.3,0.3,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,Total,Combined Science,416855,98.8,64.5,12.1,41.8,z,z,z,z,z,z,z,z,z,1.5,1.3,2.3,2.7,4.3,4.6,6.6,5.7,12.7,9.9,12.8,9.5,8.9,5.9,5,2.7,2.2,z,z,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,Boys,Combined Science,211263,98.6,61.9,10.3,38.7,z,z,z,z,z,z,z,z,z,1.2,1,1.9,2.3,3.8,4.2,6.1,5.4,12.7,10,13.2,9.9,9.3,6.3,5.6,3.1,2.6,z,z,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,Girls,Combined Science,205592,99,67.1,14,45,z,z,z,z,z,z,z,z,z,1.9,1.6,2.7,3.1,4.8,5.1,7,6,12.8,9.7,12.4,9.2,8.5,5.5,4.5,2.4,1.8,z,z,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,Total,Computer Science,77153,98.7,82.2,39.1,69.3,11,13.1,15,15.7,14.5,12.8,8.5,5,3,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,Boys,Computer Science,61081,98.6,81,36.7,67.6,9.6,12.4,14.7,15.8,15.2,13.4,9.1,5.4,3.2,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,Girls,Computer Science,16072,99,86.6,48.3,76,16.5,15.8,16.1,15.5,12.2,10.5,6.5,3.7,2.2,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,Total,Dance,8832,99.2,86.5,42.1,73.7,12.8,13.7,15.6,16.6,15.1,12.8,7.8,3.3,1.6,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,Boys,Dance,559,98.2,78,33.1,62.1,13.8,9.7,9.7,15,14,15.9,10,7,3.2,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,Girls,Dance,8273,99.3,87.1,42.7,74.5,12.7,14,16,16.7,15.1,12.6,7.7,3.1,1.5,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,Total,Design & Technology,82445,98.7,76.7,30,60.8,7.9,9.7,12.4,15.1,15.8,15.9,12.2,6.8,3,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,Boys,Design & Technology,58547,98.6,73.1,24.1,55.5,5.6,7.5,11,14.9,16.6,17.6,14,7.9,3.6,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,Girls,Design & Technology,23898,99.1,85.5,44.5,73.8,13.5,15.1,15.8,15.6,13.8,11.7,7.8,4,1.7,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,Total,Drama,57126,99,85.1,40.3,72.6,12.6,13.2,14.6,17.5,14.8,12.5,8.1,4.1,1.7,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,Boys,Drama,20191,98.7,77.4,28,61.1,7.3,9.1,11.6,16.6,16.6,16.3,11.9,6.5,2.9,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,Girls,Drama,36935,99.2,89.3,47.1,78.9,15.4,15.5,16.2,17.9,13.9,10.4,6.1,2.7,1.1,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,Total,Economics,6540,99.7,92.6,52.8,83.5,16.6,17.6,18.6,18.4,12.4,9.1,4.7,1.7,0.6,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,Boys,Economics,4419,99.8,92.7,51.2,83.1,16,17.4,17.7,18.7,13.3,9.5,4.7,1.7,0.6,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,Girls,Economics,2121,99.5,92.5,56.1,84.3,18,17.9,20.3,17.7,10.5,8.2,4.8,1.7,0.6,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,Total,Engineering,2512,99,79.3,30.7,65.4,7.2,10.2,13.3,17.5,17.2,13.9,11.3,5.8,2.7,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,Boys,Engineering,2138,99,77.1,26,62.3,5.4,8.2,12.3,17.8,18.5,14.8,12.5,6.5,2.9,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,Girls,Engineering,374,98.9,91.7,57.8,83.2,17.4,21.7,18.7,15.5,9.9,8.6,4.3,1.3,1.6,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,Total,English Language,588736,98.9,80.6,26.2,63.3,5.3,8.2,12.6,18.1,19.1,17.2,11.7,4.9,1.9,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,Boys,English Language,298008,98.7,75.4,19.5,55.8,3.4,5.9,10.2,16.6,19.7,19.6,14.4,6.4,2.6,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,Girls,English Language,290728,99.2,85.9,33,71.1,7.3,10.6,15.1,19.6,18.5,14.8,8.9,3.3,1.1,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,Total,English Literature,574455,98.6,79.9,25.5,62.5,4.9,7.9,12.7,17.6,19.5,17.4,10.8,5.4,2.4,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,Boys,English Literature,288946,98.3,74.5,18.6,54.6,3,5.5,10.1,15.9,20,20,13.4,7.1,3.3,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,Girls,English Literature,285509,98.9,85.4,32.4,70.6,6.8,10.3,15.3,19.3,18.9,14.8,8.2,3.8,1.6,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,Total,Film Studies,4954,98.3,75.6,23.2,57.4,5.1,7.7,10.4,17.1,17.1,18.2,12.1,7,3.6,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,Boys,Film Studies,2911,98.1,69.7,17.5,49.4,3.4,5.4,8.7,15.1,16.8,20.2,14.6,9.1,4.7,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,Girls,Film Studies,2043,98.5,84.1,31.4,68.7,7.5,11.1,12.8,19.8,17.5,15.4,8.5,4,1.9,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,Total,Food Preparation & Nutrition,49523,98.8,77.3,26.4,59.6,6,8.6,11.9,15.9,17.4,17.7,13.1,6.2,2.2,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,Boys,Food Preparation & Nutrition,20257,98.4,67.6,14.3,45.8,2.1,4.4,7.8,13.4,18.1,21.8,18.4,9,3.4,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,Girls,Food Preparation & Nutrition,29266,99,84,34.7,69.2,8.6,11.4,14.6,17.5,16.9,14.9,9.4,4.2,1.4,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,Total,French,125069,99.5,82.9,32.9,66.1,9.4,10.5,13,12.4,20.8,16.8,11.1,4.1,1.4,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,Boys,French,53008,99.3,78.2,27,59.4,7.3,8.5,11.3,11.7,20.7,18.8,13.5,5.7,2,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,Girls,French,72061,99.6,86.3,37.2,71,10.9,12,14.3,12.9,20.9,15.3,9.3,3,0.9,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,Total,Geography,267394,98.9,76.7,34.2,63,9.6,11.3,13.2,14.6,14.2,13.7,11.5,7.1,3.6,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,Boys,Geography,143722,98.7,74.7,30.2,60.1,7.5,9.9,12.8,14.8,15,14.6,12.5,7.6,4,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,Girls,Geography,123672,99,79,38.8,66.5,12.1,13,13.7,14.4,13.3,12.6,10.3,6.4,3.2,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,Total,German,37114,99.6,87.4,38,72.9,11.5,11.6,14.9,15,19.9,14.6,8.5,2.9,0.7,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,Boys,German,17914,99.6,84.6,33.4,68,9.8,10.1,13.5,14.6,19.9,16.6,10.2,3.7,1,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,Girls,German,19200,99.6,90.1,42.3,77.4,13.2,13,16.2,15.3,19.8,12.7,6.9,2.1,0.5,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,Total,History,277818,98.4,76,32.2,62,8.3,10.7,13.2,15.1,14.8,13.9,11.4,7.1,3.9,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,Boys,History,133811,98.1,72.5,26.8,57.2,6,8.6,12.2,14.8,15.6,15.3,12.8,8.1,4.6,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,Girls,History,144007,98.6,79.2,37.3,66.6,10.5,12.6,14.2,15.3,14,12.6,10,6.2,3.2,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,Total,Italian,3846,97.6,92.2,70.5,85.7,37.8,21.1,11.6,6.8,8.4,6.5,3.6,1.5,0.3,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,Boys,Italian,1724,97.2,91.2,69.3,84.6,34.9,22,12.4,6.6,8.8,6.7,3.9,1.7,0.3,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,Girls,Italian,2122,98,93,71.5,86.6,40.2,20.4,10.9,7.1,8.1,6.4,3.3,1.4,0.3,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,Total,Latin,8945,99.8,98.1,84.1,95.8,50.9,19.4,13.8,7.7,4.1,2.3,1,0.5,0.3,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,Boys,Latin,4346,99.9,98,83,95.7,50.1,19.4,13.5,8.2,4.5,2.3,0.9,0.6,0.3,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,Girls,Latin,4599,99.8,98.2,85,96,51.7,19.3,14,7.2,3.7,2.2,1,0.4,0.2,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,Total,Mathematics,584933,98.8,77.6,25.9,58.9,6,8.6,11.4,12.7,20.3,18.7,9.9,7,4.3,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,Boys,Mathematics,296933,98.6,76.7,25.5,57.9,6.2,8.3,10.9,12.3,20.2,18.8,10.1,7.2,4.6,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,Girls,Mathematics,288000,99,78.6,26.4,60,5.7,8.8,11.9,13.1,20.4,18.6,9.6,6.7,4,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,Total,Media/Film/TV,27468,98.7,79.4,27.1,62.7,6,8.8,12.3,17.7,17.9,16.6,11.1,5.6,2.6,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,Boys,Media/Film/TV,14078,98.4,72.6,16.9,52.8,2.8,5,9.1,16.3,19.6,19.8,14.4,7.4,4,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,Girls,Media/Film/TV,13390,99,86.5,37.7,73.2,9.4,12.8,15.6,19.2,16.2,13.3,7.5,3.7,1.3,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,Total,Music,35451,99.1,87.9,50,77.7,17.7,16,16.2,15.4,12.3,10.2,6.7,3.2,1.3,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,Boys,Music,16510,98.9,85.1,46.2,74.2,16.8,14.1,15.4,15.1,12.8,11,8,4,1.8,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,Girls,Music,18941,99.2,90.3,53.2,80.7,18.6,17.7,17,15.6,11.9,9.5,5.5,2.6,0.9,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,Total,Other Modern Languages,7369,97.5,94.7,76.2,90.6,39.8,21.9,14.5,7.1,7.2,4.1,1.8,0.7,0.4,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,Boys,Other Modern Languages,3499,97,93,71.1,87.7,34.8,20.8,15.6,8.2,8.4,5.3,2.4,1,0.6,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,Girls,Other Modern Languages,3870,97.9,96.1,80.8,93.1,44.3,22.9,13.6,6.1,6.2,3,1.2,0.4,0.2,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,Total,Other Sciences,2509,99.7,91,58.3,83.6,23.4,17.7,17.1,14.3,11,7.4,4.1,3.1,1.4,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,Boys,Other Sciences,1897,99.6,90.9,59.6,83.2,25.2,18.3,16.1,13.5,10.1,7.7,4.3,3.1,1.4,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,Girls,Other Sciences,612,99.8,91.5,54.4,85,18,16,20.4,16.7,13.9,6.5,3.6,3.3,1.5,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,Total,Physical Education,70867,99.7,86.9,40.4,74.3,12.1,12.7,15.6,17.7,16.2,12.6,8.9,3.1,0.8,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,Boys,Physical Education,44456,99.7,84.6,33.4,70.1,8.1,10.8,14.5,18.6,18,14.5,10.4,3.8,1,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,Girls,Physical Education,26411,99.8,90.8,52,81.3,18.7,15.9,17.4,16.2,13.1,9.5,6.3,2.1,0.6,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,Total,Physics,162931,99.8,95.3,55.4,87.7,17.2,18.2,19.9,18.6,13.7,7.6,2.9,1.1,0.4,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,Boys,Physics,81482,99.8,95.2,56,87.8,18,18.2,19.8,18.4,13.5,7.4,2.9,1.2,0.5,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
