time_period,time_identifier,geographic_level,country_code,country_name,version,characteristic_gender,subject,entries,91AstarG,94AstarC,97AstarA,9to5,grade9,grade8,grade7,grade6,grade5,grade4,grade3,grade2,grade1,grade99,grade98,grade88,grade87,grade77,grade76,grade66,grade65,grade55,grade54,grade44,grade43,grade33,grade32,grade22,grade21,grade11,gradeAstar,gradeA,gradeB,gradeC,gradeD,gradeE,gradeF,gradeG
201819,Academic year,National,E92000001,England,Final,Girls,German,21280,98.8,79.8,26.6,62.3,6,8.3,12.3,15.5,20.2,17.4,13.9,4.1,1.1,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
201819,Academic year,National,E92000001,England,Final,Total,History,262300,96.5,63.4,24.7,51.4,5.3,8.2,11.3,13.4,13.3,12,14.8,11,7.3,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
201819,Academic year,National,E92000001,England,Final,Boys,History,123612,95.2,59.5,20.7,47.1,3.9,6.7,10.1,13,13.4,12.4,15.4,11.5,8.7,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
201819,Academic year,National,E92000001,England,Final,Girls,History,138688,97.6,66.9,28.3,55.2,6.5,9.5,12.3,13.7,13.2,11.7,14.3,10.4,6,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
201819,Academic year,National,E92000001,England,Final,Total,Italian,3513,98.9,90.5,62.4,83.3,29.7,19.9,12.8,7.4,13.4,7.2,6.1,2,0.4,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
201819,Academic year,National,E92000001,England,Final,Boys,Italian,1689,98.3,88.4,59.9,80.8,26.9,20.4,12.6,7.7,13.1,7.6,6.8,2.7,0.5,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
201819,Academic year,National,E92000001,England,Final,Girls,Italian,1824,99.5,92.4,64.7,85.6,32.2,19.5,13,7.2,13.7,6.8,5.4,1.3,0.3,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
201819,Academic year,National,E92000001,England,Final,Total,Latin,9216,99.4,95.1,75.3,91.7,35,24.6,15.6,10.1,6.3,3.4,2.5,1.1,0.7,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
201819,Academic year,National,E92000001,England,Final,Boys,Latin,4345,99.5,95.5,74.4,92.2,34.7,23.4,16.3,11.2,6.6,3.3,2.3,0.9,0.7,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
201819,Academic year,National,E92000001,England,Final,Girls,Latin,4871,99.3,94.8,76.1,91.2,35.3,25.7,15,9.2,6,3.5,2.6,1.3,0.7,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
201819,Academic year,National,E92000001,England,Final,Total,Mathematics,554598,97.7,71.3,20.6,50.2,3.8,7.2,9.6,11.4,18.2,21.1,12.6,8.5,5.3,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
201819,Academic year,National,E92000001,England,Final,Boys,Mathematics,281726,97.4,70.7,21,49.8,4.4,7.3,9.3,10.9,17.9,20.9,12.6,8.5,5.6,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
201819,Academic year,National,E92000001,England,Final,Girls,Mathematics,272872,98,71.9,20.1,50.6,3.2,7,9.8,11.9,18.6,21.3,12.5,8.5,5.1,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
201819,Academic year,National,E92000001,England,Final,Total,Media/Film/TV,30494,98.5,67.6,17.5,51.6,2.9,5.4,9.2,15.8,18.2,16,16.9,9.7,4.3,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
201819,Academic year,National,E92000001,England,Final,Boys,Media/Film/TV,16397,97.9,58.2,9.9,40.5,1.2,2.8,5.9,12.8,17.8,17.7,20.5,12.8,6.4,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
201819,Academic year,National,E92000001,England,Final,Girls,Media/Film/TV,14097,99.1,78.5,26.5,64.5,4.9,8.4,13.1,19.3,18.7,14,12.6,6.1,2,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
201819,Academic year,National,E92000001,England,Final,Total,Music,34580,99,75.7,32.1,63.5,8.5,10.6,13,16.1,15.3,12.2,15.2,6.2,1.9,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
201819,Academic year,National,E92000001,England,Final,Boys,Music,15653,98.7,72.4,30.7,60.3,8.2,10.2,12.4,15.1,14.4,12.2,16.3,7.5,2.4,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
201819,Academic year,National,E92000001,England,Final,Girls,Music,18927,99.2,78.4,33.2,66.1,8.7,10.8,13.6,17,16,12.3,14.2,5.2,1.4,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
201819,Academic year,National,E92000001,England,Final,Total,Other Classical Studies,567,97.2,85.4,44.4,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,14.1,30.3,27.3,13.6,6,2.5,1.9,1.4
201819,Academic year,National,E92000001,England,Final,Boys,Other Classical Studies,135,94.1,83,42.2,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,12.6,29.6,26.7,14.1,5.2,2.2,1.5,2.2
201819,Academic year,National,E92000001,England,Final,Girls,Other Classical Studies,432,98.1,86.1,45.1,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,14.6,30.6,27.5,13.4,6.3,2.5,2.1,1.2
201819,Academic year,National,E92000001,England,Final,Total,Other Modern Languages,8038,98.6,91.2,62.5,33.2,10.7,8.2,6.2,4.1,4,1.9,2,0.7,0.2,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,15.6,21.8,13.2,5.5,2.4,1.2,0.7,0.1
201819,Academic year,National,E92000001,England,Final,Boys,Other Modern Languages,3842,98.1,88.6,56.4,33.3,9.9,7.9,6.6,4.2,4.7,2.2,2.3,0.9,0.3,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,11.8,20.2,14.4,6.7,3.1,1.7,1,0.1
201819,Academic year,National,E92000001,England,Final,Girls,Other Modern Languages,4196,99.1,93.6,68,33.2,11.5,8.5,5.8,4.1,3.3,1.5,1.7,0.4,0.2,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,19,23.3,12.1,4.5,1.7,0.8,0.5,0.1
201819,Academic year,National,E92000001,England,Final,Total,Other Sciences,1808,98.2,81.7,45.5,70.5,18.5,14.9,12.1,14.4,10.6,11.2,8,5.3,3.2,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
201819,Academic year,National,E92000001,England,Final,Boys,Other Sciences,1489,98.5,82.8,48,71.9,20.3,15.8,11.8,13.4,10.5,10.9,7.4,5.2,3,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
201819,Academic year,National,E92000001,England,Final,Girls,Other Sciences,319,96.9,76.8,34.2,64.3,9.7,11,13.5,18.8,11.3,12.5,10.7,5.6,3.8,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
201819,Academic year,National,E92000001,England,Final,Total,Physical Education,79588,99.8,72.4,21.8,57.3,4.1,7.1,10.7,17.7,17.8,15.1,19.1,6.6,1.6,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
201819,Academic year,National,E92000001,England,Final,Boys,Physical Education,50686,99.7,69.4,17.7,52.9,2.7,5.7,9.3,17,18.2,16.4,21.2,7.4,1.8,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
201819,Academic year,National,E92000001,England,Final,Girls,Physical Education,28902,99.8,77.8,28.9,64.9,6.5,9.4,13,19,17,12.9,15.6,5.2,1.2,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
201819,Academic year,National,E92000001,England,Final,Total,Physics,156980,99.3,91,44.3,79.5,12.8,15.2,16.3,18.4,16.8,11.5,6.1,1.6,0.6,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
201819,Academic year,National,E92000001,England,Final,Boys,Physics,79752,99.3,91.1,46.2,80,14.5,15.7,16,17.8,16,11.1,5.9,1.6,0.7,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
201819,Academic year,National,E92000001,England,Final,Girls,Physics,77228,99.3,90.8,42.2,78.9,11,14.6,16.7,19.1,17.6,11.9,6.4,1.6,0.5,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
201819,Academic year,National,E92000001,England,Final,Total,Polish,3071,97.1,95.2,79.2,92.7,37.5,27.7,14.1,5.2,8.3,2.5,1.6,0.3,0.1,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
201819,Academic year,National,E92000001,England,Final,Boys,Polish,1491,96.9,94.5,75.6,91.4,29.6,29.8,16.2,6.5,9.3,3.1,2.1,0.2,0.1,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
201819,Academic year,National,E92000001,England,Final,Girls,Polish,1580,97.3,95.9,82.7,93.9,44.9,25.7,12.1,4,7.3,2,1.1,0.3,0,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
201819,Academic year,National,E92000001,England,Final,Total,Religious Studies,224997,98.2,72.4,30.7,61,7.6,10.4,12.7,16,14.3,11.4,13.7,8,4.1,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
201819,Academic year,National,E92000001,England,Final,Boys,Religious Studies,103062,97.2,64.4,22.1,51.8,4.5,7.3,10.3,14.9,14.8,12.6,16.5,10.4,6,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
201819,Academic year,National,E92000001,England,Final,Girls,Religious Studies,121935,99,79.2,38,68.8,10.3,13.1,14.7,16.9,13.9,10.4,11.3,6,2.5,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
201819,Academic year,National,E92000001,England,Final,Total,Social Studies,53173,96.9,64.4,18.3,49.3,3,5.9,9.3,15,16.1,15.1,16.1,10.5,6,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
201819,Academic year,National,E92000001,England,Final,Boys,Social Studies,18580,95,55.8,12.1,39.7,1.7,3.5,6.9,12.4,15.1,16.1,17.9,12.8,8.5,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
201819,Academic year,National,E92000001,England,Final,Girls,Social Studies,34593,98,69,21.6,54.5,3.7,7.2,10.6,16.4,16.6,14.5,15.2,9.2,4.6,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
201819,Academic year,National,E92000001,England,Final,Total,Spanish,98614,98,69.8,26.3,54.7,6.4,8.4,11.6,10.8,17.6,15.1,18,7.9,2.3,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
201819,Academic year,National,E92000001,England,Final,Boys,Spanish,41935,97.7,63.6,21.7,48.1,5.2,6.6,9.9,9.6,16.7,15.5,20.5,10.1,3.4,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
201819,Academic year,National,E92000001,England,Final,Girls,Spanish,56679,98.3,74.4,29.7,59.6,7.2,9.6,12.8,11.7,18.3,14.7,16.1,6.2,1.5,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
201819,Academic year,National,E92000001,England,Final,Total,Statistics,13415,96.7,71.9,20.6,53.9,3.9,6.7,10,13.9,19.4,18,13.5,7.8,3.6,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
201819,Academic year,National,E92000001,England,Final,Boys,Statistics,8164,96.2,71.6,21.8,54.6,4.2,7.3,10.2,13.9,18.9,17,12.8,7.9,3.9,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
201819,Academic year,National,E92000001,England,Final,Girls,Statistics,5251,97.5,72.3,18.8,52.8,3.4,5.8,9.6,14,20.1,19.4,14.6,7.6,3,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
201819,Academic year,National,E92000001,England,Final,Total,Urdu,3038,97.2,77.8,36.9,69.8,10.7,14.4,11.8,12.6,20.3,8,12.2,5.9,1.3,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
201819,Academic year,National,E92000001,England,Final,Boys,Urdu,1133,95.2,66.7,25.3,57.5,5.6,9.4,10.4,12.2,20,9.2,16.8,9.4,2.4,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
201819,Academic year,National,E92000001,England,Final,Girls,Urdu,1905,98.4,84.5,43.8,77.1,13.7,17.4,12.7,12.9,20.4,7.3,9.4,3.8,0.7,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
201718,Academic year,National,E92000001,England,Final,Total,All Subjects,4302117,98.2,70.5,22.8,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
201718,Academic year,National,E92000001,England,Final,Boys,All Subjects,2143924,97.6,65.6,19.4,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
201718,Academic year,National,E92000001,England,Final,Girls,All Subjects,2158193,98.8,75.3,26.3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
201718,Academic year,National,E92000001,England,Final,Total,Ancient History,966,96.8,68,35.8,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,14.7,21.1,19,13.1,13.4,8.7,4.7,2.1
201718,Academic year,National,E92000001,England,Final,Boys,Ancient History,460,96.1,66.1,38,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,17.6,20.4,17.8,10.2,11.7,8.9,6.3,3
201718,Academic year,National,E92000001,England,Final,Girls,Ancient History,506,97.4,69.8,33.8,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,12.1,21.7,20.2,15.8,14.8,8.5,3.2,1.2
201718,Academic year,National,E92000001,England,Final,Total,Applied Business,8608,95.1,60,16.1,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,3.2,12.8,22.7,21.2,16.9,9.9,5,3.3
201718,Academic year,National,E92000001,England,Final,Boys,Applied Business,5083,93.8,54.9,12.5,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,2.1,10.4,20.9,21.6,18.3,10.6,6,3.9
201718,Academic year,National,E92000001,England,Final,Girls,Applied Business,3525,97,67.3,21.2,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,4.8,16.4,25.5,20.6,14.8,8.8,3.7,2.4
201718,Academic year,National,E92000001,England,Final,Total,Applied Engineering,4477,96.8,44.2,7.9,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,1.1,6.8,14.1,22.1,21.9,15.6,9.9,5.2
201718,Academic year,National,E92000001,England,Final,Boys,Applied Engineering,4025,96.6,42.1,6.7,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,1,5.7,13.5,21.9,22.4,16,10.5,5.6
201718,Academic year,National,E92000001,England,Final,Girls,Applied Engineering,452,98.5,62.2,18.6,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,2.2,16.4,19.7,23.9,17.7,11.7,4.6,2.2
201718,Academic year,National,E92000001,England,Final,Total,Arabic,3870,97,81.1,57.2,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,34.7,22.5,13.7,10.1,6.2,4.5,2.9,2.4
201718,Academic year,National,E92000001,England,Final,Boys,Arabic,1751,95.9,76.5,52.7,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,30.6,22,13,10.9,7.4,5.5,3,3.4
201718,Academic year,National,E92000001,England,Final,Girls,Arabic,2119,97.9,84.8,61,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,38.1,22.8,14.4,9.4,5.1,3.6,2.8,1.6
201718,Academic year,National,E92000001,England,Final,Total,Art and Design,159414,99.3,75.3,23.1,58.8,4.7,7.5,11,16.9,18.8,16.6,14.8,6.9,2.3,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
201718,Academic year,National,E92000001,England,Final,Boys,Art and Design,53080,98.9,61.8,12.5,42.5,2.3,3.9,6.3,12.4,17.6,19.3,21.1,11.8,4.3,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
201718,Academic year,National,E92000001,England,Final,Girls,Art and Design,106334,99.5,82.1,28.4,66.9,5.9,9.3,13.3,19.1,19.4,15.2,11.7,4.4,1.3,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
201718,Academic year,National,E92000001,England,Final,Total,Biological Sciences,159522,99.1,90.3,42.8,79.8,12.5,13.7,16.6,19.9,17.1,10.5,5.9,1.9,1,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
201718,Academic year,National,E92000001,England,Final,Boys,Biological Sciences,80187,99,89.4,40.2,78.3,11.2,12.8,16.2,20.1,18,11.1,6.3,2.1,1.2,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
201718,Academic year,National,E92000001,England,Final,Girls,Biological Sciences,79335,99.3,91.2,45.4,81.3,13.8,14.6,17.1,19.7,16.2,10,5.6,1.6,0.8,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
201718,Academic year,National,E92000001,England,Final,Total,Business Studies,72566,98.5,64.7,17.6,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,3.3,14.2,23.9,23.3,16.2,9.5,5.3,2.8
201718,Academic year,National,E92000001,England,Final,Boys,Business Studies,42838,98.2,62.2,15.5,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,2.7,12.8,23.2,23.6,16.9,10.1,5.7,3.2
201718,Academic year,National,E92000001,England,Final,Girls,Business Studies,29728,98.9,68.3,20.6,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,4.3,16.3,24.9,22.8,15.3,8.5,4.6,2.2
201718,Academic year,National,E92000001,England,Final,Total,Chemistry,156230,99.3,90,43.5,78.2,12.8,14.4,16.3,17.7,16.9,11.9,6.8,1.8,0.7,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
201718,Academic year,National,E92000001,England,Final,Boys,Chemistry,78449,99.1,89.4,42.7,77.3,12.6,14.2,16,17.5,17.1,12.1,7,1.8,0.8,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
201718,Academic year,National,E92000001,England,Final,Girls,Chemistry,77781,99.4,90.7,44.4,79,13.1,14.7,16.6,17.9,16.8,11.6,6.6,1.7,0.5,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
201718,Academic year,National,E92000001,England,Final,Total,Chinese,3629,99.7,94,75.7,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,58.3,17.4,11,7.3,3.4,1.2,0.6,0.5
201718,Academic year,National,E92000001,England,Final,Boys,Chinese,1779,99.6,93,71.6,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,55.5,16.1,12.1,9.3,4.3,1.2,0.5,0.6
201718,Academic year,National,E92000001,England,Final,Girls,Chinese,1850,99.8,94.9,79.6,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,60.9,18.8,9.9,5.4,2.6,1.2,0.7,0.4
201718,Academic year,National,E92000001,England,Final,Total,Classical Civilisation,3529,99.7,81.4,35.3,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,10.7,24.6,26.6,19.5,10.4,5,2.2,0.6
201718,Academic year,National,E92000001,England,Final,Boys,Classical Civilisation,1691,99.6,76.5,28.3,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,7.1,21.2,26.4,21.9,13,6.3,3.1,0.8
201718,Academic year,National,E92000001,England,Final,Girls,Classical Civilisation,1838,99.7,85.9,41.8,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,14,27.8,26.7,17.4,8.1,3.9,1.3,0.5
201718,Academic year,National,E92000001,England,Final,Total,Classical Greek,1114,99.6,95.6,87.9,93.6,46.1,28.4,13.5,3.5,2.2,2,1.7,1.5,0.7,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
201718,Academic year,National,E92000001,England,Final,Boys,Classical Greek,613,99.7,97.2,89.9,94.9,49.8,28.1,12.1,2.6,2.4,2.3,1.5,0.8,0.2,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
201718,Academic year,National,E92000001,England,Final,Girls,Classical Greek,501,99.4,93.6,85.4,92,41.5,28.7,15.2,4.6,2,1.6,2,2.4,1.4,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
201718,Academic year,National,E92000001,England,Final,Total,Combined Science,369710,97.9,54.7,7.4,33.3,z,z,z,z,z,z,z,z,z,0.8,0.8,1.2,1.9,2.6,3.9,4.7,5.5,11.9,10.7,10.7,12.7,10.9,8,5.7,3.7,2.1,z,z,z,z,z,z,z,z
201718,Academic year,National,E92000001,England,Final,Boys,Combined Science,186361,97.4,52,6.4,30.8,z,z,z,z,z,z,z,z,z,0.7,0.7,1,1.6,2.3,3.5,4.3,5.1,11.5,10.6,10.7,12.7,11,8.4,6.2,4.3,2.7,z,z,z,z,z,z,z,z
201718,Academic year,National,E92000001,England,Final,Girls,Combined Science,183349,98.4,57.5,8.4,35.9,z,z,z,z,z,z,z,z,z,1,0.9,1.4,2.2,3,4.3,5.1,5.9,12.3,10.8,10.8,12.6,10.8,7.6,5.2,3.1,1.6,z,z,z,z,z,z,z,z
201718,Academic year,National,E92000001,England,Final,Total,Communication Studies,3597,97.4,59.5,14.3,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,2.6,11.7,20.7,24.5,19.5,10.7,5.1,2.6
201718,Academic year,National,E92000001,England,Final,Boys,Communication Studies,2071,96.8,53.1,11.3,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,1.9,9.4,18,23.7,21.7,12.7,6,3.3
201718,Academic year,National,E92000001,England,Final,Girls,Communication Studies,1526,98.1,68.2,18.3,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,3.6,14.7,24.3,25.5,16.4,7.9,3.9,1.7
201718,Academic year,National,E92000001,England,Final,Total,Computer Science,70301,96.4,61.5,21,47.8,3.9,7.4,9.7,12.9,13.9,13.7,14.8,11.7,8.4,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
201718,Academic year,National,E92000001,England,Final,Boys,Computer Science,56006,96.4,60.6,20.1,46.8,3.6,7,9.5,12.7,13.9,13.8,15.1,12.1,8.7,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
201718,Academic year,National,E92000001,England,Final,Girls,Computer Science,14295,96.4,65.2,24.3,51.9,5.1,8.7,10.5,13.8,13.7,13.3,13.6,10.5,7.1,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
201718,Academic year,National,E92000001,England,Final,Total,D & T: Electronic Products,4473,98.2,68.1,26,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,8.7,17.4,21.8,20.3,14.7,8.2,4.6,2.6
201718,Academic year,National,E92000001,England,Final,Boys,D & T: Electronic Products,4043,98.1,66.7,24.7,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,8.1,16.6,21.6,20.4,15.2,8.6,4.8,2.8
201718,Academic year,National,E92000001,England,Final,Girls,D & T: Electronic Products,430,99.3,81.4,38.4,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,14,24.4,23.3,19.8,10.2,4.2,2.8,0.7
201718,Academic year,National,E92000001,England,Final,Total,D & T: Graphic Products,19299,97.5,59.9,18.3,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,4.9,13.4,19.7,21.9,16.9,10.9,6.1,3.8
201718,Academic year,National,E92000001,England,Final,Boys,D & T: Graphic Products,12063,96.6,50.5,11.2,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,2.3,8.9,16.8,22.6,19.8,13.3,7.9,5
201718,Academic year,National,E92000001,England,Final,Girls,D & T: Graphic Products,7236,99.1,75.5,30.1,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,9.3,20.9,24.6,20.8,12,6.8,3.2,1.7
201718,Academic year,National,E92000001,England,Final,Total,D & T: Resistant Materials,40998,98.3,58.4,14.8,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,3.8,11,19.6,24,18.7,11.7,6.5,3
